ProductID,ProductName,Category,Price
609,Widget B B,Appliances,461.79
713,Gadget A D,Furniture,499.88
673,Item C A,Appliances,47.64
312,Tool B B,Appliances,131.89
214,Gadget E E,Furniture,246.45
158,Widget C B,Furniture,145.14
748,Widget B D,Tools,171.27
391,Device D C,Electronics,43.46
163,Widget A A,Furniture,339.29
832,Widget A B,Tools,452.16
644,Item A D,Appliances,330.61
879,Widget E E,Appliances,323.13
867,Device E A,Appliances,121.55
282,Gadget A C,Appliances,249.81
880,Widget B D,Gadgets,236.1
110,Device C A,,210.86
820,Widget D D,Furniture,
407,Tool C B,Furniture,27.16
277,Item A D,Furniture,274.15
366,Gadget B A,Electronics,207.5
189,Tool A C,Appliances,96.28
676,Gadget E C,Appliances,384.22
234,Device D A,Tools,333.97
179,Widget A E,,70.65
873,Gadget C E,Tools,484.67
504,Widget B E,Furniture,212.13
326,Device B A,Appliances,133.76
385,Item A C,,284.54
776,Widget B B,Electronics,188.08
154,Gadget C E,Appliances,430.15
652,Item E C,Furniture,262.93
553,Device B D,Gadgets,157.14
571,Tool B B,Appliances,
870,Widget D E,Tools,439.57
478,Tool A A,Electronics,165.18
280,Widget B A,Gadgets,473.92
448,Gadget A E,Furniture,313.8
748,Widget B D,Tools,171.27
450,Item B B,Gadgets,48.75
738,Device A D,Furniture,464.97
309,Gadget A D,Gadgets,41.74
170,Item D D,Furniture,10.54
360,Widget D D,Furniture,105.61
376,Tool E E,Tools,58.76
271,Widget C B,Electronics,306.03
753,Device D C,Gadgets,147.47
790,Widget B B,,43.15
841,Item A E,Appliances,108.87
258,Item D A,Gadgets,257.63
262,Item A E,Furniture,262.0
703,Item B C,Furniture,35.8
345,Gadget D B,Electronics,401.66
425,Item E A,Furniture,235.87
821,Gadget E B,Gadgets,103.72
631,Device B D,Tools,45.74
768,Item A E,Gadgets,455.64
333,Widget C E,Appliances,482.48
210,Gadget B E,Appliances,100.12
368,Gadget D E,Gadgets,292.9
111,Widget A E,Furniture,62.17
247,Item A E,Gadgets,298.77
308,Gadget E C,Electronics,425.15
738,Device A D,Furniture,464.97
291,Device A D,Appliances,51.21
596,Tool E C,Gadgets,368.36
562,Item D A,Gadgets,425.57
201,Tool B B,,91.99
728,Item E C,Tools,408.0
694,Widget D D,Tools,382.05
822,Widget B D,Appliances,430.49
493,Item D C,Tools,
850,Device C C,Tools,433.61
235,Widget A E,Electronics,224.83
668,Widget E A,Electronics,465.87
257,Device E C,Furniture,5.04
295,Item C B,Electronics,113.65
633,Widget E E,Appliances,
278,Gadget C C,Electronics,486.9
852,Widget D B,Electronics,14.38
302,Gadget E E,Electronics,
575,Gadget D C,Tools,332.36
173,Widget B B,,282.75
889,Gadget D B,Gadgets,407.24
352,Widget B C,Gadgets,97.92
855,Device C B,Appliances,412.25
590,Tool B C,Furniture,27.44
300,Item C A,Appliances,114.81
851,Gadget E A,Gadgets,302.57
260,Tool D B,Gadgets,401.45
474,Device D A,Tools,472.1
849,Device C D,Appliances,117.68
601,Device A C,Gadgets,
399,Gadget E E,Furniture,
289,Device E B,Electronics,472.16
287,Device D B,Furniture,214.33
276,Gadget A E,Tools,71.66
564,Tool E E,,
329,Gadget D A,Gadgets,47.82
470,Widget E B,Furniture,224.05
897,Widget E B,Electronics,265.81
746,Device B B,Furniture,59.06
241,Gadget E A,,331.14
521,Tool C B,Gadgets,289.99
680,Tool D E,Appliances,345.17
585,Gadget E A,Appliances,148.2
363,Gadget C D,Tools,161.99
556,Widget A E,Appliances,245.87
341,Tool C C,Tools,239.66
576,Device E C,Appliances,109.97
798,Item D D,Appliances,436.44
404,Gadget D E,Furniture,432.88
525,Tool A A,Tools,169.53
877,Tool A B,Tools,418.82
627,Tool D A,Furniture,308.45
150,Device B D,Appliances,
866,Tool D B,Appliances,259.21
568,Tool B B,Furniture,173.3
802,Item D A,Furniture,130.58
480,Item C E,Furniture,245.56
893,Tool D E,Electronics,323.56
288,Item B A,Tools,115.46
414,Tool C C,Gadgets,59.68
513,Tool B C,Electronics,215.42
841,Item A E,Appliances,108.87
641,Tool D C,Tools,65.68
168,Item C A,Gadgets,188.26
698,Item D A,Appliances,245.2
721,Device E D,,481.97
577,Item E E,,310.09
534,Tool A E,Tools,95.78
518,Item B A,Electronics,244.9
856,Widget C A,Electronics,14.87
421,Widget C B,Tools,
448,Gadget A E,Furniture,313.8
506,Tool A D,Electronics,496.51
596,Tool E C,Gadgets,368.36
309,Gadget A D,Gadgets,41.74
357,Tool E D,Tools,
628,Item E A,Tools,291.21
619,Gadget D E,Furniture,180.92
662,Gadget A B,Appliances,452.53
